date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2023-10-01,2023,0,,STL,CIN,1499.56758700942,1485.12336720187,0.5551009825997356,0.4448990174002644,,,1501.4643860308,1472.55186394227,,,,,,,0.5758204658420599,0.4241795341579401,,,,
2023-10-01,2023,0,,SEA,TEX,1516.27799063211,1535.22635902178,0.5072693700232048,0.4927306299767952,,,1512.06572421479,1536.37236450619,,,,,,,0.5046097045868531,0.49539029541314694,,,,
2023-10-01,2023,0,,NYM,PHI,1506.24836747118,1523.13215325814,0.5102396236202006,0.4897603763797994,,,1524.66528116366,1523.68689633724,,,,,,,0.538667760668306,0.461332239331694,,,,
2023-10-01,2023,0,,MIL,CHC,1502.09361239559,1498.78892103395,0.5392139109432394,0.46078608905676055,,,1515.02412032301,1494.28128104973,,,,,,,0.5574755773848442,0.4425244226151558,,,,
2023-10-01,2023,0,,KCR,NYY,1423.42977666379,1541.89316828949,0.36730986035842045,0.6326901396415796,,,1420.95750678459,1555.32901483196,,,,,,,0.34750251862489356,0.6524974813751064,,,,
2023-10-01,2023,0,,DET,CLE,1459.73151405692,1508.917653643,0.463817589130932,0.536182410869068,,,1449.86282844753,1516.01244542832,,,,,,,0.4300340147107594,0.5699659852892406,,,,
2023-10-01,2023,0,,COL,MIN,1448.34693396181,1500.21248789759,0.4599840098684123,0.5400159901315877,,,1435.73687208684,1515.50774516009,,,,,,,0.42325950159927583,0.5767404984007242,,,,
2023-10-01,2023,0,,CHW,SDP,1481.87946213764,1520.68384720564,0.4787076621882807,0.5212923378117194,,,1482.94989632794,1537.1016399647,,,,,,,0.45331008207843204,0.546689917921568,,,,
2023-10-01,2023,0,,ARI,HOU,1516.47052180929,1547.76159742239,0.4895088387505778,0.5104911612494222,,,1504.54223333818,1548.48706609661,,,,,,,0.47427839647590136,0.5257216035240986,,,,
2023-10-01,2023,0,,TOR,TBD,1531.64487415735,1567.21892285691,0.4833497636990175,0.5166502363009825,,,1537.9840257408,1565.84243482206,,,,,,,0.4952234463104244,0.5047765536895756,,,,
2023-10-01,2023,0,,ANA,OAK,1510.47763792564,1416.4175946968,0.6636512548096505,0.3363487451903495,,,1519.40861980739,1404.13158237474,,,,,,,0.6856912594345849,0.31430874056541513,,,,
2023-10-01,2023,0,,SFG,LAD,1539.77596064523,1553.79170839466,0.514364540067319,0.485635459932681,,,1528.56071278636,1551.7351845024,,,,,,,0.5008609599704898,0.49913904002951015,,,,
2023-10-01,2023,0,,PIT,FLA,1455.34247562537,1498.01243919225,0.47315759444329797,0.526842405556702,,,1456.7188149863,1501.98215746381,,,,,,,0.4698401420457032,0.5301598579542968,,,,
2023-10-01,2023,0,,BAL,BOS,1524.49727440115,1521.42902279509,0.5388757217238568,0.4611242782761432,,,1510.25747833168,1524.18176413815,,,,,,,0.5164932923032379,0.4835067076967621,,,,
